Interface eth0 has index 2
uplink 11.872000 delivery 20 66
uplink 11.872000 delivery 20 1260
downlink 11.878000 delivery 23 82
downlink 11.954000 delivery 21 232
downlink 12.007000 delivery 42 82
downlink 12.007000 delivery 42 82
downlink 12.057000 delivery 37 160
downlink 12.057000 delivery 25 82
uplink 12.132000 delivery 147 66
downlink 12.176000 delivery 43 82
downlink 12.176000 delivery 41 239
downlink 12.176000 delivery 41 234
downlink 12.176000 delivery 32 92
uplink 12.192000 limbodelivery 207 1442
uplink 12.192000 delivery 207 248
uplink 12.192000 delivery 77 66
downlink 12.208000 delivery 20 82
uplink 12.224000 limbodelivery 109 1442
uplink 12.224000 delivery 109 87
downlink 12.281000 delivery 25 82
downlink 12.334000 delivery 34 82
downlink 12.377000 delivery 21 82
uplink 12 6701 / 36050 = 18.6 % 6701 
downlink 12 2805 / 38934 = 7.2 % 2827 
downlink 12.485000 delivery 74 82
downlink 12.510000 delivery 44 82
downlink 12.548000 delivery 27 60
downlink 12.573000 delivery 41 82
downlink 12.608000 delivery 23 262
downlink 12.608000 delivery 23 262
downlink 12.653000 delivery 42 60
downlink 12.653000 delivery 26 82
downlink 12.709000 delivery 21 82
downlink 12.772000 delivery 29 82
downlink 12.837000 delivery 37 82
downlink 12.920000 delivery 27 92
downlink 12.970000 delivery 48 82
downlink 12.970000 delivery 48 82
downlink 12.970000 delivery 35 232
downlink 12.990000 delivery 24 82
downlink 13.071000 delivery 51 160
downlink 13.114000 delivery 36 82
downlink 13.114000 delivery 25 82
downlink 13.132000 delivery 34 60
downlink 13.212000 delivery 23 82
downlink 13.387000 delivery 31 82
downlink 13.387000 delivery 31 82
downlink 13.387000 delivery 31 82
downlink 13.452000 delivery 34 82
uplink 13 0 / 43260 = 0.0 % 0 
downlink 13 2582 / 43260 = 6.0 % 2500 
downlink 13.512000 delivery 50 82
downlink 13.537000 delivery 43 240
downlink 13.537000 delivery 43 240
downlink 13.582000 delivery 59 82
downlink 13.627000 delivery 38 82
downlink 13.682000 delivery 58 86
downlink 13.682000 delivery 39 92
downlink 13.757000 delivery 68 82
downlink 13.787000 delivery 44 82
downlink 13.842000 delivery 64 60
downlink 13.842000 delivery 43 82
uplink 13.880000 delivery 29 66
uplink 13.902000 limbodelivery 51 1442
