Interface eth0 has index 2
downlink 5.886000 delivery 67 82
downlink 5.886000 delivery 67 82
downlink 5.886000 delivery 67 82
downlink 5.886000 delivery 67 82
downlink 5.886000 delivery 67 82
downlink 5.886000 delivery 67 82
downlink 5.886000 delivery 67 82
downlink 5.891000 limbodelivery 72 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.891000 delivery 46 82
downlink 5.901000 limbodelivery 56 82
downlink 5.901000 delivery 29 92
downlink 5.955000 delivery 44 60
downlink 5.955000 delivery 40 60
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.002000 delivery 38 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.027000 delivery 36 82
downlink 6.032000 limbodelivery 41 82
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
